UE,Éléments constitutifs,MCC 40%,Examen 60%,Moy EC,Coef,Étudiant
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,12.83,10.76,11.59,"1,00",Etudiant_42
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,11.86,19.55,16.48,"1,00",Etudiant_43
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,11.23,7.62,9.06,"2,00",Etudiant_43
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,10.91,10.98,10.96,"1,50",Etudiant_43
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,10.64,10.92,10.81,"1,75",Etudiant_43
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.61,9.5,11.14,"1,00",Etudiant_43
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,7.39,17.64,13.54,"1,00",Etudiant_44
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.71,12.26,14.04,"2,00",Etudiant_44
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,14.01,9.2,11.12,"1,50",Etudiant_44
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,10.07,10.43,10.28,"1,75",Etudiant_44
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,16.79,7.08,10.96,"1,00",Etudiant_44
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,7.99,17.48,13.68,"1,00",Etudiant_45
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,11.01,13.35,12.41,"2,00",Etudiant_45
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,10.67,18.18,15.17,"1,50",Etudiant_45
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,13.97,15.25,14.74,"1,75",Etudiant_45
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,10.59,8.89,9.57,"1,00",Etudiant_45
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,11.21,14.63,13.26,"1,00",Etudiant_46
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,11.06,16.28,14.19,"2,00",Etudiant_46
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,19.81,10.28,14.1,"1,50",Etudiant_46
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,17.12,7.91,11.6,"1,75",Etudiant_46
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,15.58,13.26,14.19,"1,00",Etudiant_46
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,10.58,16.55,14.16,"1,00",Etudiant_47
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,11.2,15.92,14.03,"2,00",Etudiant_47
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,10.65,12.19,11.57,"1,50",Etudiant_47
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,17.53,9.75,12.86,"1,75",Etudiant_47
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.56,7.66,8.02,"1,00",Etudiant_47
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,12.45,13.37,13.0,"1,00",Etudiant_48
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,7.21,11.46,9.76,"2,00",Etudiant_48
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,15.83,8.91,11.68,"1,50",Etudiant_48
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,19.15,8.77,12.92,"1,75",Etudiant_48
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.07,19.39,16.86,"1,00",Etudiant_48
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,8.63,9.24,9.0,"1,00",Etudiant_49
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.75,17.49,17.19,"2,00",Etudiant_49
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,17.07,16.54,16.75,"1,50",Etudiant_49
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,13.2,15.59,14.63,"1,75",Etudiant_49
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.12,15.03,14.67,"1,00",Etudiant_49
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,12.68,16.44,14.94,"1,00",Etudiant_50
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.24,9.57,12.24,"2,00",Etudiant_50
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.61,16.15,13.13,"1,50",Etudiant_50
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,9.6,19.89,15.77,"1,75",Etudiant_50
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,17.9,18.55,18.29,"1,00",Etudiant_50
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.25,18.99,17.89,"1,00",Etudiant_51
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,18.09,16.17,16.94,"2,00",Etudiant_51
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,16.72,15.96,16.26,"1,50",Etudiant_51
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,16.03,16.77,16.48,"1,75",Etudiant_51
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,12.96,11.89,12.32,"1,00",Etudiant_51
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.26,16.67,16.51,"1,00",Etudiant_52
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.54,11.31,12.2,"2,00",Etudiant_52
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,15.06,8.08,10.87,"1,50",Etudiant_52
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,7.26,14.21,11.43,"1,75",Etudiant_52
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,19.46,14.23,16.32,"1,00",Etudiant_52
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,11.16,14.95,13.43,"1,00",Etudiant_53
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,10.28,14.25,12.66,"2,00",Etudiant_53
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,13.86,14.11,14.01,"1,50",Etudiant_53
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,8.83,10.55,9.86,"1,75",Etudiant_53
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,10.21,12.77,11.75,"1,00",Etudiant_53
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,19.53,12.86,15.53,"1,00",Etudiant_54
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.92,18.97,19.35,"2,00",Etudiant_54
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.33,17.87,14.05,"1,50",Etudiant_54
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,17.94,15.6,16.53,"1,75",Etudiant_54
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,10.64,10.77,10.72,"1,00",Etudiant_54
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,10.92,15.03,13.39,"1,00",Etudiant_55
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,15.7,8.56,11.42,"2,00",Etudiant_55
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,11.07,17.0,14.63,"1,50",Etudiant_55
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,14.05,14.02,14.03,"1,75",Etudiant_55
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,19.13,14.33,16.25,"1,00",Etudiant_55
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,15.68,11.86,13.39,"1,00",Etudiant_56
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,8.14,9.8,9.14,"2,00",Etudiant_56
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,11.58,7.07,8.88,"1,50",Etudiant_56
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,13.73,9.31,11.08,"1,75",Etudiant_56
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,15.35,11.41,12.98,"1,00",Etudiant_56
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,11.29,8.95,9.88,"1,00",Etudiant_57
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,10.89,7.71,8.98,"2,00",Etudiant_57
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.25,9.71,9.13,"1,50",Etudiant_57
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,9.86,19.71,15.77,"1,75",Etudiant_57
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,17.75,18.6,18.26,"1,00",Etudiant_57
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,8.95,9.69,9.39,"1,00",Etudiant_58
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,14.55,11.53,12.74,"2,00",Etudiant_58
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,17.2,14.13,15.36,"1,50",Etudiant_58
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,17.94,12.86,14.89,"1,75",Etudiant_58
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,12.19,19.83,16.77,"1,00",Etudiant_58
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,7.06,16.05,12.46,"1,00",Etudiant_59
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,14.05,7.57,10.17,"2,00",Etudiant_59
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,11.49,10.5,10.9,"1,50",Etudiant_59
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,16.4,14.58,15.31,"1,75",Etudiant_59
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,10.2,18.64,15.26,"1,00",Etudiant_59
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,14.71,8.39,10.92,"1,00",Etudiant_60
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.08,18.17,17.33,"2,00",Etudiant_60
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,13.56,7.38,9.85,"1,50",Etudiant_60
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,14.06,8.9,10.96,"1,75",Etudiant_60
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,7.82,7.49,7.62,"1,00",Etudiant_60
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,9.64,9.24,9.4,"1,00",Etudiant_61
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.55,17.41,15.86,"2,00",Etudiant_61
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,19.69,15.04,16.9,"1,50",Etudiant_61
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,19.01,12.39,15.04,"1,75",Etudiant_61
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,7.47,7.8,7.67,"1,00",Etudiant_61
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,15.53,11.67,13.22,"1,00",Etudiant_62
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.28,16.59,16.46,"2,00",Etudiant_62
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.31,15.55,12.65,"1,50",Etudiant_62
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,14.49,18.73,17.04,"1,75",Etudiant_62
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.75,14.44,16.16,"1,00",Etudiant_62
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,11.92,8.88,10.1,"1,00",Etudiant_63
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,12.85,11.44,12.01,"2,00",Etudiant_63
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,16.31,12.17,13.83,"1,50",Etudiant_63
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,12.32,19.09,16.38,"1,75",Etudiant_63
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.38,9.63,11.13,"1,00",Etudiant_63
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,7.34,10.91,9.48,"1,00",Etudiant_64
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,9.97,10.03,10.01,"2,00",Etudiant_64
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,12.08,17.27,15.19,"1,50",Etudiant_64
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,19.87,18.66,19.14,"1,75",Etudiant_64
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,16.39,17.92,17.31,"1,00",Etudiant_64
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,18.11,13.92,15.6,"1,00",Etudiant_65
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,18.18,10.88,13.8,"2,00",Etudiant_65
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,9.62,9.45,9.52,"1,50",Etudiant_65
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,11.57,9.6,10.39,"1,75",Etudiant_65
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.47,19.71,19.21,"1,00",Etudiant_65
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,15.02,17.24,16.35,"1,00",Etudiant_66
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,10.08,14.72,12.87,"2,00",Etudiant_66
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,14.53,19.72,17.64,"1,50",Etudiant_66
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,7.8,16.6,13.08,"1,75",Etudiant_66
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,11.32,14.03,12.95,"1,00",Etudiant_66
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,15.98,15.8,15.87,"1,00",Etudiant_67
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.29,11.33,14.52,"2,00",Etudiant_67
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,9.78,10.58,10.26,"1,50",Etudiant_67
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,13.53,17.13,15.69,"1,75",Etudiant_67
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,11.93,13.76,13.03,"1,00",Etudiant_67
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,9.69,9.02,9.29,"1,00",Etudiant_68
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.46,15.4,17.02,"2,00",Etudiant_68
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,17.2,11.94,14.04,"1,50",Etudiant_68
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,19.86,17.02,18.16,"1,75",Etudiant_68
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,7.74,16.54,13.02,"1,00",Etudiant_68
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.98,18.5,17.89,"1,00",Etudiant_69
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.04,12.15,14.91,"2,00",Etudiant_69
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.98,15.03,12.61,"1,50",Etudiant_69
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,14.04,12.58,13.16,"1,75",Etudiant_69
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,9.44,10.94,10.34,"1,00",Etudiant_69
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,10.91,14.37,12.99,"1,00",Etudiant_70
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.38,17.42,15.8,"2,00",Etudiant_70
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,17.21,12.84,14.59,"1,50",Etudiant_70
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,17.96,16.04,16.81,"1,75",Etudiant_70
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.78,16.3,15.29,"1,00",Etudiant_70
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,9.79,17.15,14.21,"1,00",Etudiant_71
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,8.64,9.18,8.96,"2,00",Etudiant_71
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,10.03,18.12,14.88,"1,50",Etudiant_71
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,12.73,10.17,11.19,"1,75",Etudiant_71
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,17.27,10.14,12.99,"1,00",Etudiant_71
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,8.65,12.28,10.82,"1,00",Etudiant_72
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,12.27,19.06,16.34,"2,00",Etudiant_72
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.91,12.51,15.07,"1,50",Etudiant_72
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,11.63,11.82,11.75,"1,75",Etudiant_72
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.65,13.67,13.66,"1,00",Etudiant_72
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,15.38,19.81,18.04,"1,00",Etudiant_73
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.88,19.58,17.3,"2,00",Etudiant_73
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.44,10.01,13.38,"1,50",Etudiant_73
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,7.83,11.57,10.07,"1,75",Etudiant_73
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,19.12,14.53,16.36,"1,00",Etudiant_73
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,15.17,11.39,12.9,"1,00",Etudiant_74
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,18.64,16.07,17.1,"2,00",Etudiant_74
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,10.5,17.85,14.91,"1,50",Etudiant_74
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,13.48,11.62,12.37,"1,75",Etudiant_74
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,11.59,13.63,12.81,"1,00",Etudiant_74
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.94,17.73,17.42,"1,00",Etudiant_75
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.73,8.08,12.74,"2,00",Etudiant_75
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,12.82,7.44,9.6,"1,50",Etudiant_75
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,13.71,19.26,17.04,"1,75",Etudiant_75
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.33,9.73,9.17,"1,00",Etudiant_75
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,13.81,10.6,11.88,"1,00",Etudiant_76
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,11.53,7.25,8.96,"2,00",Etudiant_76
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,14.95,18.1,16.84,"1,50",Etudiant_76
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,19.82,12.24,15.27,"1,75",Etudiant_76
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,16.27,17.16,16.8,"1,00",Etudiant_76
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,18.4,14.95,16.33,"1,00",Etudiant_77
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.73,12.86,14.41,"2,00",Etudiant_77
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,12.31,19.92,16.87,"1,50",Etudiant_77
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,11.88,17.33,15.15,"1,75",Etudiant_77
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,17.09,8.64,12.02,"1,00",Etudiant_77
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,10.68,16.17,13.97,"1,00",Etudiant_78
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,11.99,18.86,16.11,"2,00",Etudiant_78
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,11.31,19.17,16.03,"1,50",Etudiant_78
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,8.12,16.58,13.19,"1,75",Etudiant_78
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.35,17.13,15.62,"1,00",Etudiant_78
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,8.06,10.31,9.41,"1,00",Etudiant_79
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,12.22,17.15,15.18,"2,00",Etudiant_79
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.5,19.99,19.39,"1,50",Etudiant_79
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,17.56,11.73,14.06,"1,75",Etudiant_79
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.31,11.11,9.99,"1,00",Etudiant_79
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,18.88,13.45,15.62,"1,00",Etudiant_80
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,9.07,8.23,8.57,"2,00",Etudiant_80
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,10.53,18.24,15.16,"1,50",Etudiant_80
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,15.46,10.95,12.75,"1,75",Etudiant_80
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,10.67,9.02,9.68,"1,00",Etudiant_80
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,7.66,12.67,10.66,"1,00",Etudiant_81
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,11.5,15.57,13.95,"2,00",Etudiant_81
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,16.2,10.88,13.01,"1,50",Etudiant_81
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,18.59,8.91,12.78,"1,75",Etudiant_81
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,19.31,9.8,13.6,"1,00",Etudiant_81
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,15.92,9.85,12.28,"1,00",Etudiant_82
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.82,18.6,16.68,"2,00",Etudiant_82
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,19.7,7.52,12.39,"1,50",Etudiant_82
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,15.59,14.53,14.95,"1,75",Etudiant_82
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.95,8.68,12.79,"1,00",Etudiant_82
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,18.76,14.95,16.47,"1,00",Etudiant_83
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.68,19.88,17.4,"2,00",Etudiant_83
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.92,11.97,10.75,"1,50",Etudiant_83
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,7.04,16.11,12.48,"1,75",Etudiant_83
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,15.56,19.47,17.9,"1,00",Etudiant_83
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,19.97,16.57,17.93,"1,00",Etudiant_84
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,17.89,12.38,14.58,"2,00",Etudiant_84
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,12.29,15.28,14.09,"1,50",Etudiant_84
